                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                0.63009,                0.36752,                 0.8328,                 0.9081,                0.87121,                 0.9343,                0.79126,                0.61484,                0.37775,                0.82532,               0.002476,               0.002476,               0.002476
                    155,                0.62963,                0.36749,                 0.8331,                0.90883,                0.87089,                0.93411,                0.79121,                0.61495,                0.37813,                0.82539,              0.0024265,              0.0024265,              0.0024265
                    156,                0.62854,                0.36558,                0.83321,                0.90926,                0.87024,                0.93398,                0.79111,                0.61517,                0.37849,                0.82545,               0.002377,               0.002377,               0.002377
                    157,                0.62718,                0.36515,                 0.8322,                0.90852,                 0.8709,                0.93373,                0.79094,                0.61534,                0.37877,                0.82548,              0.0023275,              0.0023275,              0.0023275
                    158,                0.62726,                0.36559,                0.83216,                0.90881,                0.87065,                0.93365,                0.79067,                0.61546,                0.37882,                0.82552,               0.002278,               0.002278,               0.002278
                    159,                0.62525,                0.36381,                0.83187,                0.90765,                 0.8721,                0.93343,                0.79076,                0.61542,                0.37885,                0.82556,              0.0022285,              0.0022285,              0.0022285
                    160,                0.62783,                0.36557,                0.83252,                0.90775,                0.87133,                0.93319,                0.79054,                0.61572,                0.37915,                0.82563,               0.002179,               0.002179,               0.002179
                    161,                 0.6235,                  0.361,                0.83164,                0.90787,                0.87094,                0.93312,                0.79053,                0.61587,                0.37959,                0.82569,              0.0021295,              0.0021295,              0.0021295
                    162,                0.62516,                 0.3627,                 0.8321,                0.90652,                0.87207,                0.93311,                0.79034,                0.61595,                0.37979,                 0.8257,                0.00208,                0.00208,                0.00208
                    163,                0.62301,                0.36221,                0.83176,                 0.9067,                 0.8723,                0.93304,                0.79017,                0.61602,                0.37982,                0.82575,              0.0020305,              0.0020305,              0.0020305
                    164,                0.62312,                 0.3611,                0.83208,                0.90766,                0.87174,                0.93318,                0.78996,                0.61602,                0.38007,                0.82577,               0.001981,               0.001981,               0.001981
                    165,                0.62131,                0.35987,                 0.8308,                0.90752,                  0.871,                 0.9331,                0.78988,                0.61611,                0.38019,                 0.8258,              0.0019315,              0.0019315,              0.0019315
                    166,                0.62062,                0.35832,                 0.8304,                0.90677,                0.87103,                0.93292,                0.78964,                0.61619,                0.38032,                0.82579,               0.001882,               0.001882,               0.001882
                    167,                0.62078,                0.35827,                0.83094,                 0.9064,                0.87146,                0.93282,                0.78944,                0.61632,                0.38066,                0.82581,              0.0018325,              0.0018325,              0.0018325
                    168,                0.61796,                0.35628,                0.82986,                0.90668,                0.87147,                0.93276,                0.78947,                0.61647,                0.38083,                0.82582,               0.001783,               0.001783,               0.001783
                    169,                0.61896,                0.35732,                 0.8309,                0.90717,                0.87046,                0.93254,                0.78938,                0.61656,                0.38127,                0.82587,              0.0017335,              0.0017335,              0.0017335
                    170,                 0.6199,                0.35713,                0.83135,                0.90724,                0.87031,                0.93242,                0.78935,                0.61677,                0.38165,                0.82589,               0.001684,               0.001684,               0.001684
                    171,                0.61716,                 0.3558,                0.83009,                0.90772,                0.87006,                0.93224,                0.78902,                0.61699,                0.38191,                0.82595,              0.0016345,              0.0016345,              0.0016345
                    172,                0.61649,                0.35534,                0.83016,                0.90636,                0.87162,                0.93216,                0.78897,                 0.6172,                0.38209,                0.82599,               0.001585,               0.001585,               0.001585
                    173,                0.61516,                0.35429,                0.82984,                0.90663,                0.87156,                0.93199,                0.78875,                0.61735,                0.38257,                  0.826,              0.0015355,              0.0015355,              0.0015355
                    174,                0.61502,                 0.3534,                 0.8296,                0.90645,                0.87202,                0.93174,                0.78867,                0.61745,                0.38288,                0.82604,               0.001486,               0.001486,               0.001486
                    175,                0.61381,                0.35182,                0.82888,                 0.9075,                 0.8713,                0.93161,                0.78828,                 0.6177,                0.38311,                0.82609,              0.0014365,              0.0014365,              0.0014365
                    176,                0.61266,                0.35125,                0.82929,                0.90502,                 0.8732,                0.93158,                0.78858,                0.61769,                0.38332,                 0.8261,               0.001387,               0.001387,               0.001387
                    177,                0.61215,                0.35101,                0.82904,                 0.9054,                0.87324,                0.93136,                0.78826,                0.61774,                0.38347,                0.82614,              0.0013375,              0.0013375,              0.0013375
                    178,                0.61117,                0.35048,                0.82906,                0.90529,                0.87325,                0.93122,                0.78819,                0.61784,                0.38371,                0.82616,               0.001288,               0.001288,               0.001288
                    179,                0.60799,                0.34749,                0.82789,                  0.904,                0.87373,                 0.9311,                0.78799,                0.61797,                0.38371,                0.82618,              0.0012385,              0.0012385,              0.0012385
                    180,                0.60991,                0.34877,                0.82791,                0.90455,                0.87305,                0.93104,                0.78821,                0.61802,                0.38401,                0.82622,               0.001189,               0.001189,               0.001189
                    181,                0.60798,                 0.3475,                0.82848,                 0.9048,                0.87282,                0.93095,                0.78809,                0.61815,                0.38406,                0.82625,              0.0011395,              0.0011395,              0.0011395
                    182,                0.60633,                0.34583,                0.82763,                0.90516,                 0.8723,                0.93075,                0.78796,                0.61825,                0.38456,                0.82628,                0.00109,                0.00109,                0.00109
                    183,                0.60507,                 0.3447,                0.82729,                0.90215,                 0.8742,                0.93066,                0.78789,                0.61843,                0.38467,                0.82636,              0.0010405,              0.0010405,              0.0010405
                    184,                0.60372,                0.34384,                0.82742,                0.90192,                0.87444,                0.93043,                0.78754,                0.61842,                0.38487,                0.82639,               0.000991,               0.000991,               0.000991
                    185,                0.60296,                0.34238,                0.82662,                0.90188,                0.87481,                0.93046,                0.78769,                0.61851,                0.38489,                0.82643,              0.0009415,              0.0009415,              0.0009415
                    186,                0.60114,                0.34232,                0.82674,                 0.9022,                0.87472,                0.93027,                0.78768,                0.61838,                0.38461,                0.82644,               0.000892,               0.000892,               0.000892
                    187,                0.59945,                0.34051,                0.82577,                0.90263,                0.87422,                0.93006,                0.78751,                0.61841,                0.38478,                0.82645,              0.0008425,              0.0008425,              0.0008425
                    188,                0.60234,                 0.3427,                0.82623,                  0.903,                0.87371,                 0.9299,                0.78725,                0.61849,                0.38489,                0.82648,               0.000793,               0.000793,               0.000793
                    189,                0.59829,                0.33948,                0.82519,                0.90348,                0.87273,                0.92974,                0.78699,                0.61864,                0.38547,                0.82651,              0.0007435,              0.0007435,              0.0007435
                    190,                0.59957,                0.33986,                0.82575,                0.90295,                0.87412,                0.92954,                0.78704,                0.61878,                0.38586,                0.82653,               0.000694,               0.000694,               0.000694
                    191,                0.59306,                0.32981,                0.82195,                0.90283,                0.87454,                0.92936,                0.78678,                 0.6189,                0.38599,                0.82657,              0.0006445,              0.0006445,              0.0006445
